date,AI Infrastructure,Robotics and Space,Cryptocurrencies,Quantum,BIOENGINEERING,FINTECH
2015-12-23,0.008264314779569949,0.0030762844115621965,0.00024978553015267624,0.003688271237859692,0.008292255922311989,0.005917014445486063
2015-12-24,0.004955528517230045,0.0015095163133948695,0.00012875088381855517,-0.0015295369883065134,-0.0009034816125807201,-0.0012825868215266734
2015-12-28,0.00033513653536415073,-0.0012980935372735097,-0.0009684719958458598,0.004139064110557714,-0.005424723221935791,0.00039498358359169993
2015-12-29,0.008231694880873606,0.010773939515998384,0.003385038441862484,0.0120215084956457,0.011548491669594802,0.0026848070052826307
2015-12-30,-0.006624095959515144,7.077045007722281e-05,-0.0013667602623863707,-0.005362116217343526,-0.0033246114186403844,-0.003472473399102855
2015-12-31,-0.008560055784223187,-0.004284580411060117,0.0002951182918126372,-0.010817109172600614,-0.0033871807342831808,-0.0020313517609259826
2016-01-04,-0.017497879888438497,-0.012653796290734726,-0.00665444357399649,-0.016209140815425543,-0.00867244096984297,-0.010485110439524421
2016-01-05,-0.008624708565108321,0.003786544473183318,0.0005332672942248155,0.00040179780490114353,-0.0009898987212151578,-0.0016940391690461836
2016-01-06,-0.023108161442279975,-0.0035948822419706403,-0.002094471349704024,-0.007193626914839789,-0.009720779123379163,-0.0035180967513409704
2016-01-07,-0.03280941034860655,-0.014741631607589465,-0.007129198595871584,-0.023001435931611528,-0.014741286884614697,-0.011670477900473116
2016-01-08,-0.013709956245026344,-0.00582544116025429,-0.011909344144332937,-0.005345369963771072,-0.00770176659293105,-0.006478695252241484
2016-01-11,0.009755677459340207,0.002223642069025449,0.004087342773527074,0.00604355107929985,-0.020195868738596513,0.0020671150911681525
2016-01-12,0.033615983546985216,0.0036352280744537026,0.0034623630621953413,0.0059460825372471176,0.005010068065227026,0.0030263528415637292
2016-01-13,-0.03219667460050838,-0.013347262137479539,-0.005453402731472598,-0.02197616481205973,-0.026863669298831293,-0.009750685237763032
2016-01-14,0.008154672600804677,0.01069531982041195,0.0020659860375027038,0.015341880222630864,0.010312659529513669,0.0067702543689470195
2016-01-15,-0.03090557642393705,-0.005718322801918485,-0.0024561113578614375,-0.03014875316765702,-0.12170693360501608,-0.010239818128665019
2016-01-19,0.0030585406634411182,0.0023038695602494897,-0.003462262435846844,-0.00040689006832730326,-0.01732306489922035,-0.0020245927490475796
2016-01-20,-0.00824069528913747,-0.011732993510270621,0.003233401067322928,-0.00916381626668473,0.010142151736172628,-0.006395720467554313
2016-01-21,0.021880725487911885,0.003712109831531563,0.0005049139043887558,0.0032001922761888397,-0.015766141369937158,-0.001202961056778663
2016-01-22,0.01092385333027514,0.008681688157081221,-0.00029511031909177455,0.014509709238582138,0.0040092188662821686,0.00861574070424945
2016-01-25,0.002409156971120036,-0.006381670616103161,-0.003892964011963421,-0.007050763144428767,-0.0058509433437021,-0.007283154094183675
2016-01-26,0.00394573897179319,-1.0063398853371983e-05,0.0012383012484289138,0.006690937658323149,0.0024195305963791588,0.008026845570597088
2016-01-27,0.0004363052287882683,-0.017695434818658998,-0.004697528983796919,-0.012583718048454224,-0.007127380355929168,-0.00040763659463037934
2016-01-28,-0.009867239587406144,0.0020758042306341395,0.022997102308639474,0.021366348159161955,-0.011429654390547855,0.011790270117972297
2016-01-29,0.039170057748208996,0.012562023184281916,0.004415102550324756,0.012629848248423533,0.00869040132070718,0.017202404826498898
2016-02-01,0.00854183145839348,0.002126656642161868,0.0006856825572208417,-0.0031316464636724226,0.006773775445159766,0.0032101559628788683
2016-02-02,-0.02833510321813235,-0.014683209698612852,-0.0012000351951619043,-0.015763617488111937,-0.010063054457354741,-0.0071269105567576645
2016-02-03,0.014618239624922542,-0.00036340577215624684,-0.0003411565157556062,-0.011470269505724634,0.003931773734576394,0.002382128397993196
2016-02-04,0.011812027191690415,0.0020483903042102358,-0.0030650710116841883,0.002729225222558239,0.0006640695793199666,0.005920983792506485
2016-02-05,-0.029622958117138307,-0.01833236624280135,-0.010030108341578917,-0.019833020092232163,-0.011897478315788527,-0.012884211714857265
2016-02-08,-0.015016807516568205,-0.025548982072633897,-0.0013393241910982822,-0.008819956492647116,-0.03547542087025228,-0.015011473950052437
2016-02-09,-0.009348913037159056,0.002611716771186889,-0.002829684085688827,-0.00421850611638582,0.00560182895912988,-0.003968173689579769
2016-02-10,-0.00991298329766465,-0.0008900235712171784,-0.0017117905557265023,-0.0023089720334429947,0.003947975696261803,0.0032812720085747577
2016-02-11,-0.005615598790062237,-0.007667000136321263,-0.0005528976797291447,-0.000680745728329706,-0.0028131947722362673,0.0006654163759859567
2016-02-12,0.01308050984701489,0.004586090166084552,0.0022082712757845505,0.010248339650935938,0.014868443351264372,0.010817558329795746
2016-02-16,0.02547254375154719,0.014641126145418105,0.0004319617155251867,0.01054278151878461,0.01681190716068567,0.009658759844089891
2016-02-17,0.02229189754334808,0.016201921767036755,0.003921234563757072,0.017136132162073735,0.014948906884385363,0.007020202007238771
2016-02-18,0.010085848755578624,0.0009331703972156076,-0.006800447072902796,0.0016658048841684285,-0.005251963837084266,-0.002279122829240971
2016-02-19,0.001850309117459485,-0.00030213351020124627,0.003711274395705365,0.0005575873887911202,0.011523072674023943,-0.003432396821741994
2016-02-22,0.01855143160868126,0.010906787553806868,0.001252937333857262,0.009523599153417805,0.01496689602621271,0.002256352135059179
2016-02-23,-0.012080018171086181,-0.0007460934096689979,-0.0018695071785253426,-0.01238880514797808,-0.0202146768667054,-0.005932408277983302
2016-02-24,0.01013971923926372,0.001106553678652901,0.0036874965108748222,0.0029996256048730884,0.005168180930339509,0.0035725184352218566
2016-02-25,0.005566654905728197,0.003582052524061908,0.0014252697531271091,0.007629887003433244,-0.0009680397042437312,0.004253881853168264
2016-02-26,0.0008224255944955422,0.0032355720110953338,0.0003878925846564486,-0.00499583192001038,-0.006956137246683827,0.003527377564158981
2016-02-29,0.0012833627719804378,0.000243984817036275,0.002065957688384371,-0.0068295176449342365,-0.0018043311954370255,0.001821027918291869
2016-03-01,0.02426307816576649,0.0022820585877505522,0.009862635749134834,0.02553462222018109,0.006830263378366676,0.01035550609006195
2016-03-02,0.007345989043656647,-0.001893269975812415,-0.0034811172160632642,0.004346073511116565,0.01417149186108499,0.0017530580405120731
2016-03-03,0.006341824771713678,0.005998611728531748,0.002140663869287956,0.00013364478110666257,-0.004326206928147579,-0.0024383263957274623
2016-03-04,7.662166993228143e-05,0.006382129988525749,-0.0015136876792516114,-0.0011440212305992687,-0.003500378193366751,0.00040487684480870696
2016-03-07,0.0055251808972403135,0.001640821632592976,-0.00019457642457993186,-0.005349949147494804,0.014540548518362648,0.0012655956204362712
2016-03-08,-0.02062666610815618,-0.004000715064901024,-0.0009342652629145169,-0.0016538584968115422,-0.012895398034309866,-0.006804129010138296
2016-03-09,0.0008369795878415142,0.00787325698339353,0.0005018654974581276,0.008683475757231796,-0.0088722968741106,0.005845832405778501
2016-03-10,0.0011190351686419212,-0.0018834900993675628,-0.0009542020208763044,3.0449453039708225e-05,0.01695034146865008,-0.0020400293812866976
2016-03-11,0.02464147711509146,-0.0030807225827728687,0.0029358427777311145,0.011937101293270722,0.011790205656347617,0.011628378502438067
2016-03-14,0.0070679248336618,0.007819042179410596,-0.002151567198749568,0.0001524312217795438,0.002812432285280868,-0.0013653114121150705
2016-03-15,-0.014583393515263594,0.0024006852219580466,-0.0019084988268428615,0.0026315712787802993,-0.028514800846594055,-0.0022967125111224506
2016-03-16,0.01936480900342077,0.004771991728486846,0.0013463031559209644,0.004866765927129877,-0.011947014106261367,0.002371829529330284
2016-03-17,0.01155164241230177,-0.0012696859724846796,0.0013590983028529755,0.0028251853921010743,0.01950093085775622,0.004256869929611282
2016-03-18,0.012465707685349669,0.012838042513883105,0.00509872692712983,-0.0004314099968218304,0.01339399969274323,-0.0018827980169680385
2016-03-21,-0.0029151345488630485,0.0026494792985416703,0.0003503499142619465,0.002689446188956934,0.030439753753969966,0.006877787332828854
2016-03-22,-0.0007798973588921468,-0.004028958510809015,0.00017891708719513117,0.001527120708965788,0.0013994651331126966,-0.00013233810206390398
2016-03-23,-0.011144413901595285,-0.008759060355777316,-0.005205913780921223,-0.0030605275040084465,-0.030209184002599327,-0.00374418144155066
2016-03-24,0.006330362390602027,0.00011200913334190157,0.0027879520935563994,0.003683848692177657,-0.0011513492926427497,-0.009164466722088488
2016-03-28,-0.0015117016130008246,0.0023959686052167604,-0.0006628344699885307,-0.0017459710722841758,-0.0077730121383716416,0.0005335446496902382
2016-03-29,0.012001599100540898,0.0056048609381008285,0.004713189915020957,0.010566358274066986,0.013063880766600417,0.004842043941080198
2016-03-30,0.005424694076928638,-0.0015253276262536103,0.002453637520134794,0.003546262920886804,0.003410540712261826,-0.0013645099022906507
2016-03-31,-0.0011159648441950555,0.001033615851319365,-0.0009112081382092297,-0.0005661759345127041,0.011132888872175757,-0.0022801222701460647
2016-04-01,0.004275126429412131,0.0070665327540513755,0.0023884306325612295,0.005191126462070269,0.006249295598141998,0.004375350075018815
2016-04-04,-0.005747776953246998,0.005536651928797679,0.0015239898516200923,-0.005069616992711037,0.007607510638178853,-0.004563234192895706
2016-04-05,-0.007364860687739536,0.003771195888807245,-0.0012506537015376511,-0.007697166717226831,-0.002179376695075916,-0.0028760362715203797
2016-04-06,0.005988203768423064,0.011425416698616886,-0.000594196503386872,0.008103387486363467,0.04440478951047907,0.0038071008608918443
2016-04-07,-0.0159188505002179,-0.005870584997647211,-0.0025612524414415365,-0.00975915144226099,-0.009119445496228399,-0.008210575968262713
2016-04-08,0.006580003306049826,-0.0029163600743823737,-0.00023949233246462446,0.002128702382245164,-0.005540153564366177,0.0021964462730866266
2016-04-11,0.0025237610263030962,-0.003096945552915126,0.0015258584886191557,-0.0006170782108267346,-0.00444763243896035,-0.000843506850937595
2016-04-12,0.0015254403625383692,0.0012478106352716578,0.0015175544402205295,0.00574781369261887,0.00040984563402193797,0.0020061703185600666
2016-04-13,0.01491735068787644,0.006670419305479713,0.0034158750170745393,0.00968687166993697,0.0091164129701244,0.008662450184259013
2016-04-14,-0.00922664090483945,-0.003539175940944123,0.0006704416641962753,-0.00011993926477470054,-0.00012502629923652735,0.002492383003469507
2016-04-15,-0.028069317546207992,0.0016957516465434719,-0.001359390746625923,0.0018813329295644388,-0.016462482237420483,0.0010647045819372634
2016-04-18,0.0054861118979138875,0.001606022132161061,0.0015872331280281798,0.0072485918847718465,0.014188685135677262,0.004638537136634142
2016-04-19,-0.009588078655047332,-0.003473080009457906,0.0008323268096858196,-0.01073789326143817,-0.008701845338597485,0.0013817252409555674
2016-04-20,0.006192279842669703,0.002479847264623888,-0.0008095625449803264,0.0017336623665133112,-0.00513818287400256,0.004559875018307188
2016-04-21,-0.007094015333409078,-0.0013720108647931834,-1.5175773409617665e-05,0.003402830508004087,-0.07380075672476501,-0.0012073122139116994
2016-04-22,0.049758216726321414,0.0032833275023394625,0.002661310904323377,-0.021016571018362948,0.04450339253605135,0.0015010582453758017
2016-04-25,-0.01740288499254063,-0.0019368688902238027,-0.004771182914549703,0.0009542968320148571,-0.0042810536558876,-0.0028658516299249685
2016-04-26,0.009667234405454108,0.004453662715021948,0.003296293250708655,-0.004148266248588898,-0.04602741421914471,0.0006736573017571378
2016-04-27,0.00680090199701398,0.0038128879174454686,0.00010531859350102648,-0.0004937633263734846,0.005750821999724612,0.0018567496498342528
2016-04-28,-0.01933278960865232,-0.002846991354045655,-0.005676071975934111,-0.012469651516289528,0.02827153382432846,-0.0037157403598852014
2016-04-29,-0.018506217225315636,-0.004348209396699811,-0.0025659631197400483,0.006977762307337744,-0.001270669530512742,-0.004908830514151727
2016-05-02,0.01146478610688392,0.0011513772407820114,0.0037581669931133705,0.008507208630574189,0.03281381104938261,0.001718782750193136
2016-05-03,-0.013855257482295836,-0.006504219417496143,-0.0029478757381816577,-0.007614770189532035,-0.0007518356120261238,-0.005543593633031712
2016-05-04,-0.005429718000038129,-0.015680268356194946,-0.00021404198433519893,-0.00300125812953403,-0.012864693109162101,-0.0018749737874160118
2016-05-05,0.0048954351336460596,-0.002334131967305376,-0.00019052914347266462,0.001860400555184037,-0.0007658717560461581,0.002718703758082515
2016-05-06,0.002322544917671285,0.007217263238158154,0.0021602429926161912,0.007080931909755262,0.00901213276566251,0.004102640015140832
2016-05-09,-0.0007676719986029952,-0.004771679893821957,0.004308429083549006,-0.0010559545562638588,0.01863177893033625,0.00012116074212128356
2016-05-10,0.007595674059880365,0.004392218007034553,0.0017656471223562304,0.013936152062653518,0.012794370464789494,0.004458264485100387
2016-05-11,-0.004278784052034053,-0.0041264943278631235,-0.004038552784691652,-0.0015956168948755443,-0.0126962673817517,-0.004639705315023398
2016-05-12,-0.012870089704018144,0.004086176360090448,-0.0005719858616042133,0.00033736454767504837,-0.02691795877412048,-5.17438676314452e-06
2016-05-13,0.015346670995741517,-0.003972187032984715,-0.0017925572268731235,-0.004289889762231499,0.006201208404219687,-0.004067654618754447
2016-05-16,0.012801802861060141,0.002364833327934445,0.0002664076494501227,0.008195461470697695,0.01786020620212935,0.0014030404862044557
2016-05-17,-0.0035400456245953064,-0.006418121122092388,-0.002758510165709812,-0.012013370323030494,0.0005010695728890455,-0.0024316113297531685
2016-05-18,0.010874723935603434,0.0024551305540215867,0.0010020638982155459,-0.0003530418751827487,0.01068726427437921,0.0018534891972572913
2016-05-19,-0.007773028441023683,0.0006802315411232496,-0.001129814537497685,-0.0061230811273593365,-0.006590744891982611,-0.0071684224998759425
2016-05-20,0.019540269530633675,0.004181063567976212,0.0003510397324131004,0.008334202035847971,0.023856519507702515,0.0010954031659620752
2016-05-23,0.006073959993918334,-0.0021172515864989524,0.0033392605554841428,-0.004060109073005585,-0.008912749628325627,0.0023291972127554798
2016-05-24,0.018424745463228937,0.0059808920231361595,0.004497818238083325,0.01436804487378033,0.020179832561207027,0.007073958099362979
2016-05-25,0.002411998567769238,0.0031392980183345773,-0.001745513792902397,0.007427826821883997,0.038146019612664096,0.0006508617504390326
2016-05-26,0.0045628900422793,0.0025823450427298047,0.0007159628671508731,0.0008363517837447281,-0.008494361724242214,-0.0034475046716566198
2016-05-27,0.007565784833418208,-0.00041001503449098495,0.002186477736855695,0.0028273170863233046,-0.0029536394895803343,0.000998471701011727
2016-05-31,0.0021086038869747126,-0.004600534960097035,-0.0033230250609508002,0.004238382535364485,0.0023887804324141462,-0.0018849111443788918
2016-06-01,-0.0002194887245205488,0.0020458674735018448,-5.361786610220816e-05,-0.001808668630677049,0.005191076853120638,0.0026163635181471567
2016-06-02,-0.008331622220735989,0.00026987717361898157,0.0032044491957673375,0.001849910282715561,-0.04383947637913898,-0.0005143837435463622
2016-06-03,0.005214470568021038,0.0010450920352511096,-0.0015137222581072492,-0.004272272149558245,-0.0050292322868484346,-0.0018021188330475087
2016-06-06,0.007740380745364175,0.005726084444046246,0.0044865450468438775,0.0009369944911830228,0.012545182247953887,0.00023980804610666137
2016-06-07,0.0013268627774692928,0.007290517861904869,-0.0006102658786220492,0.0005011602753885008,0.022633905051431806,-0.003721476841982136
2016-06-08,-0.0005590528742738187,0.004113385691849925,-0.0011689654832058867,0.003730084498625241,-0.00270973305657852,0.0005089657586722405
2016-06-09,0.003982850634869239,-0.0012584960438082114,-0.00015609148513051168,0.00015804890261784095,0.0018613700801508822,-0.0029837738461579353
2016-06-10,-0.015430216157550195,-0.008873486716026963,-0.003257065808007484,-0.004641394930976053,-0.013606137355702265,-0.006820983385415987
2016-06-13,-0.004791459106020378,-0.004452601025856905,-0.0010998465666689247,-0.006007981183866198,-0.00979168396763191,-0.0021929601201941796
2016-06-14,0.005711987526517599,0.00047687136282339494,-0.0006301062183708226,2.994490134850989e-05,-0.0005214684660726948,0.0004663063674189011
2016-06-15,0.002863969185570747,0.0005415456193972757,-0.0004937286015511857,-0.0035000636187780547,-0.0047679551386522944,-0.0015592117879320074
2016-06-16,0.009480922563381476,-0.002003254427515456,-0.00010823097005594154,0.001741457608626251,-0.013615147289907772,0.0005429116225031881
2016-06-17,0.009969970882952399,-0.0037892642135906093,-0.004350039696686804,-0.004739621297805838,-0.0054069464724580685,0.001183946427405337
2016-06-20,0.004996417722843774,0.0074497976456185605,0.0037688305240370775,0.005702518024566462,0.007298143578439797,0.002666288364753604
2016-06-21,0.008564781267500684,-0.00234238330321186,-0.0013811022874048542,0.004677921875195999,-0.018001125373047554,-0.0034013810227382438
2016-06-22,-0.012024781943279756,-0.011414596662376365,-0.0020373537975791815,-0.0029482171101129187,0.004933847836008111,-0.0008972204713217679
2016-06-23,0.017629048144336787,0.004009488883629893,0.0026163888550592633,0.010479695109210794,0.010328391616819968,0.007371512559685984
2016-06-24,-0.044087561639998114,-0.013296615236721735,-0.00788189065287166,-0.03156411870629215,-0.014309273206732847,-0.019116777582170622
2016-06-27,-0.02294480864163369,-0.0009645484735617822,-0.0050304347081832745,-0.013912626833263659,-0.02916078686912556,-0.010865499444604415
2016-06-28,0.022669256453922083,0.004972180907424944,0.0008692122122064168,0.014410529450522801,0.016478899304427013,0.007282291130130457
2016-06-29,0.016072546020259655,0.015329207083667758,0.005148036064297942,0.010554491994155209,0.0014530019564920715,0.008936470008635383
2016-06-30,0.006429094695565982,0.007265875074228539,0.0005725089244743755,0.011143333550555724,-0.0031694967033880465,0.0062541280457053885
2016-07-01,-0.004570363109462622,0.0026797714961421947,-0.0021629858858282303,0.0034692440156510957,0.00890664965597564,-0.001341330345373969
2016-07-05,-0.011406522855313173,-0.005186847453647434,0.00040548004167758857,-0.0025945898477419665,-0.012087274524233754,-0.003616917215442928
2016-07-06,0.004765078301841051,0.0009025093310228731,1.6525784373457372e-05,0.006107683069482842,0.005741964364749219,-0.0008641444910582243
2016-07-07,0.0057722154069689965,0.0011360976318101326,0.0007745633227042194,-0.0003133497876324335,-0.0022673776465235696,0.0013027169009656662
2016-07-08,0.0182827968845328,0.0077024686357085375,0.003610871728357818,0.01300512645010272,0.014567369976208944,0.009649530450093157
2016-07-11,0.003441592355408205,0.006373027759248525,0.0017994728109696804,0.005491632365357258,-0.0029734818089012034,0.004594308360899679
2016-07-12,0.010394678781158082,-0.00023228770247775692,0.0008283883491037363,0.005366102119471333,0.0037246863284185043,0.007440619725875668
2016-07-13,-0.001370258160308247,-0.0008734758204123955,-1.573403194024563e-05,0.00018989947219507123,-0.014657345593247554,0.0021527840882934477
2016-07-14,0.007132812200727784,0.001742289364360114,0.000494791445453727,0.003479123595020709,-0.008521656139382506,0.0017801609547632696
2016-07-15,-0.0027377760101584972,-0.00013477763006447232,0.0038673019083413705,-0.0019653986395524606,0.0014713038525759991,-0.002891601021161203
2016-07-18,0.013969371699897256,0.003480505507208083,0.00014491262630637837,0.002740902361944675,-0.0006726667754406642,-0.00029261259017768264
2016-07-19,-0.04173217770754192,0.001991056208636148,-0.0006494385910221209,-0.00021439834549565723,-0.006919083761979487,0.001356032313566081
2016-07-20,0.00898163250014409,0.007054412196665394,0.0029782717873486284,0.012001935948541466,0.022195309565593117,0.004343113914439661
2016-07-21,0.0020572640732732716,-0.008312217828183437,-0.005107628671603492,-0.00795568396304408,0.015426982107223207,0.00020282573183643912
2016-07-22,0.018481892215143583,0.001174331231669279,0.0031138193089069676,0.0018941345420595973,0.0009497432894702527,-0.010015412461287891
2016-07-25,0.018896110880766953,-2.8688031648150724e-05,-0.0025552677265629413,-0.0006070751771267295,0.001655416795790755,0.0008457820618636942
2016-07-26,0.014783360070198814,0.000508378700042078,0.0005409505544170583,0.0006784930146171105,-0.007801323183721212,-0.00016249146712223332
2016-07-27,0.0011124938586478095,-0.00019732992665533257,-0.0017304941690458877,-0.0027376859213520915,0.013198619577655163,-0.001457152452859067
2016-07-28,2.6379159180269646e-05,-0.0028697407576382043,0.0016301866839156672,0.003711588601928944,0.014930227436915007,2.752243084361305e-05
2016-07-29,0.00012854812035311032,-0.0005064471219364789,-0.00809013702538555,0.006197806838079345,0.002749251875455594,0.0014052937719312897
2016-08-01,-0.0009403818446590169,-0.0028346704370244427,-0.002372084314685763,0.0020289103078244943,0.0021115834542127583,0.0001317889417646914
2016-08-02,-0.016151515327939205,-0.003152877423392394,-0.004017529738562181,-0.003648909662327372,-0.0062265681998469715,-0.0029171645816764356
2016-08-03,-0.000243688675093931,0.0004769968075069498,-0.0003420910228028193,-0.00023125021677844893,0.010174822323802025,0.0006719850581837456
2016-08-04,0.007683770483975465,0.002145680679177508,-0.002026498749239671,0.003492073411497067,-0.004077335795704033,0.0023817029552119008
2016-08-05,0.015910270734692884,0.0014148864199522956,0.0015805522093843961,0.007185020565078179,0.020734073379936685,0.007360655355719235
2016-08-08,0.00213114211632799,-0.0014712251648067844,-0.0016239830742971434,-0.001025414231379047,-0.0070777006674182675,-0.0021997193437583266
2016-08-09,0.0017729716769165657,0.0023346261429336252,0.0005376117335515017,0.0005846220828724087,-0.0024769005980362557,-0.0005355227474162835
2016-08-10,-0.004138332776966678,-0.001618210849609605,0.0004493453637316464,-0.001691708729498013,-0.03500844105303567,-0.0011334331711501525
2016-08-11,0.00594023409112981,0.0030907279119982266,0.00047373609824677974,0.0030848442171462426,0.004271113283630327,0.002130221123188221
2016-08-12,0.008663556173630899,0.0015781316678156261,-0.0006032099684946796,-0.0027214393316277088,0.0052038868102542,-0.0001422351746868361
2016-08-15,0.008606391460602643,0.0026581831320196554,0.0011353628824012085,0.0015664757744466421,0.011422074308120946,0.0016550775381924583
2016-08-16,-0.008155922118255733,-0.012015057487417425,-0.0011612717437346006,-0.00354584103445811,0.008522759724085434,-0.002005115386728301
2016-08-17,-0.005027208362491879,-0.002967597546953651,-0.0011969158544751037,-0.0005615654574885295,0.00983215557448088,0.0003246305705293863
2016-08-18,0.01063640721764091,0.0029882366034354787,0.001352298586056368,0.00029470417190381737,-0.001430210076185185,0.0006596606432487367
2016-08-19,0.007142478242228332,-0.0012285757182138855,0.000911619320293848,-0.0012620520045543708,-0.0036259214409117874,-2.461515015417219e-06
2016-08-22,-0.0016614337502436028,0.0009566412905747224,0.00020559918567793667,0.0008365187172313592,0.007558391181868657,-0.00013664580742265146
2016-08-23,0.006412529187499947,0.00079310260372114,0.0013122669070548337,0.0017569169528159605,0.01183894728322831,-0.0007697923984267902
2016-08-24,-0.008778107108382319,-0.004769704402331751,-0.0013978972775723938,-0.0032222358884248323,-0.03308663667289115,-0.002924247755869818
2016-08-25,0.0019177682787844368,-0.0011556270702211208,0.0013130501272151152,0.00022770990613617031,-0.005199137312577485,-0.0003246071400467226
2016-08-26,0.0035785252706232876,-0.003029542012175352,-0.000723242686136897,0.0016580849423209819,0.006329978973733598,0.0017882165519356806
2016-08-29,0.0011035359697261023,-0.002031463266771763,-0.0012594917699776398,0.0035188292517016728,-0.006092227624187727,-0.0003885809704349528
2016-08-30,-0.0010264903755906342,-0.005734190018525524,0.0008237820589145887,-0.0014361729801974535,-0.001891929768508856,-0.0003231721963454924
2016-08-31,-0.003970937310738163,0.0012598713755707907,-0.00014553238283766408,-0.0010834930167544525,-0.01548929833684752,-0.0007457297307229639
2016-09-01,0.006879897518623186,-0.004104420757321959,0.00045323006927369013,0.001148552258784782,0.005473304396156522,-0.001728201343355553
2016-09-02,-0.00045802558470859337,-0.0009402961304556123,0.002085047819403462,0.0013988448849696809,-0.0010168472875621611,0.0018331991698196303
2016-09-06,-0.0028893897990763437,0.00528393434277473,0.0007134268899073774,0.005468668302998775,0.006028948098126761,-0.0005167643990504087
2016-09-07,-0.010955910566445966,-0.00211668124890128,0.0009013625409339672,-0.0015190799399020613,0.004298880831891346,0.006946414235590492
2016-09-08,-0.013558121133041712,-0.001911432182369734,0.0007799166443271639,-0.003962309820424473,0.016601602129415697,0.0025225238716697447
2016-09-09,-0.029080541145873162,-0.012690603954579376,-0.0016226848622294865,-0.01721913815134138,-0.021868948863024245,-0.010064183007245138
2016-09-12,0.0138490810784751,0.004953648013040558,0.0014571013689221382,0.011185856163844885,0.010084330882651564,0.006001797208909942
2016-09-13,-0.010364018039353808,-0.006258796119361892,-0.00210296454811942,-0.010092264026364168,-0.023091769551198432,0.001333423748036017
2016-09-14,0.011245377933237552,-0.0008709325640540436,-0.001300552846256648,0.0011821999541935034,0.033215791699854044,0.0003206011889694372
2016-09-15,0.01377279960284612,0.005297758949630289,-0.0006547435644939186,0.010882811297677772,-0.005084974280102812,0.005792973805245259
2016-09-16,-0.008605118997666587,0.0014121125642191075,-0.0023891723143062093,0.002247246629281727,-0.01192478119559175,-0.00031732154066868465
2016-09-19,0.00938975372995913,-0.0012178044746914015,-0.0005122355865566829,-0.0023328644872995766,0.07205037548776398,-0.0019459659665341964
2016-09-20,-0.001296636869235755,-0.0008896350891652407,0.0019865581821384044,0.0014407299618643048,0.021018632132719484,-0.002360620513916075
2016-09-21,0.014317313842816596,0.003850177845835283,0.0009233721433568305,0.007424225047148651,-0.00011067672050556893,0.0046109781300009535
2016-09-22,0.001717623620382337,0.005496997499722097,0.0022574882893508547,0.005998169224947116,0.004186924378294151,0.00239289471274206
2016-09-23,0.0008197301775455597,-0.002405468496216666,0.001236142952776594,-0.0037572723455293147,-0.014941665716016368,-0.005443109514341438
2016-09-26,-0.00776353725391625,-0.0011750420792090229,-0.0007587935539852551,-0.0068983079584510176,-0.0064989508187290245,-0.0011523993215757046
2016-09-27,0.015357681518515385,0.0030091874598723914,-0.0015213359942000616,0.010652020799967207,0.00247707711526331,0.00345137069242743
