,NVDA,AMD,QCOM,NBIS,ORCL,AVGO,TSM,CRWD,SMCI,TSLA,JOBY,RKLB,ASTS,BA,LUNR,LMT,SERV,ISRG,IREN,CORZ,IBIT,COIN,CLSK,HUT,MSTR,IONQ,RGTI,IBM,GOOG,HON,INTC,MSFT,AMZN,NTLA,CRSP,VRTX,SRPT,DNA,RXRX,JAZZ,SOFI,XYZ,PYPL,HOOD,BULL,BLK,SPY
,NVDA,AMD,QCOM,NBIS,ORCL,AVGO,TSM,CRWD,SMCI,TSLA,JOBY,RKLB,ASTS,BA,LUNR,LMT,SERV,ISRG,IREN,CORZ,IBIT,COIN,CLSK,HUT,MSTR,IONQ,RGTI,IBM,GOOG,HON,INTC,MSFT,AMZN,NTLA,CRSP,VRTX,SRPT,DNA,RXRX,JAZZ,SOFI,XYZ,PYPL,HOOD,BULL,BLK,SPY
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 05:00:00,0.7847,2.33,48.54,20.0,39.18,13.004,22.45,58.0,2.444,15.4407,13.4,10.43,11.81,146.95,10.03,225.91,37.73,57.6933,24.45,8.8,24.1722,328.28,5.2166,21.45,17.556,9.2,9.43,132.3709,37.513,104.06,34.46,53.93,33.663,22.1,14.09,133.06,37.4,487.2,31.3,149.42,22.65,89.5,35.18,34.82,13.25,358.39,209.56
2015-11-30 05:00:00,0.793,2.36,48.79,20.0,38.97,13.045,22.76,58.0,2.456,15.3507,13.4,10.43,11.81,145.45,10.03,219.16,37.48,57.78,24.45,8.8,24.1722,328.28,5.2166,21.45,17.337,9.2,9.43,133.2887,37.13,103.95,34.77,54.35,33.24,22.1,14.09,129.36,36.76,487.2,31.3,146.59,22.65,89.5,35.26,34.82,13.25,363.72,208.69
2015-12-01 05:00:00,0.8188,2.34,49.3,20.0,39.23,13.289,23.28,58.0,2.616,15.8127,13.4,10.43,11.81,147.74,10.03,220.2,38.35,58.0278,24.45,8.8,24.1722,328.28,5.2166,21.45,17.719,9.2,9.43,135.0669,38.352,104.15,35.09,55.22,33.953,22.1,14.09,130.36,36.92,487.2,31.3,148.72,22.65,89.5,35.17,34.82,13.25,361.73,210.68
2015-12-02 05:00:00,0.8125,2.27,51.85,20.0,38.7,13.221,23.19,58.0,2.656,15.466,13.4,10.43,11.81,146.96,10.03,218.94,38.08,57.5067,24.45,8.8,24.1722,328.28,5.2166,21.45,17.619,9.2,9.43,133.5564,38.119,103.1,34.83,55.21,33.8005,22.1,14.09,130.41,37.19,487.2,31.3,145.6,22.65,89.5,35.15,34.82,13.25,358.92,208.529
2015-12-03 05:00:00,0.8108,2.23,51.4,20.0,37.81,14.478,22.93,58.0,2.64,15.514,13.4,10.43,11.81,145.56,10.03,215.46,38.04,56.5178,24.45,8.8,24.1722,328.28,5.2166,21.45,17.358,9.2,9.43,132.8107,37.627,102.4,34.04,54.2,33.3125,22.1,14.09,122.06,36.28,487.2,31.3,142.18,22.65,89.5,34.23,34.82,13.25,352.0,205.61
2015-12-04 05:00:00,0.8438,2.28,52.34,20.0,39.16,14.756,23.31,58.0,2.654,15.3587,13.4,10.43,11.81,148.5,10.03,218.39,39.0,57.9333,24.45,8.8,24.1722,328.28,5.2166,21.45,17.684,9.2,9.43,134.2543,38.3405,104.55,34.935,55.91,33.632,22.1,14.09,125.17,37.05,487.2,31.3,145.18,22.65,89.5,35.62,34.82,13.25,360.76,209.62
2015-12-07 05:00:00,0.8278,2.355,52.43,20.0,38.82,14.883,23.24,58.0,2.489,15.4087,13.4,10.43,11.81,148.45,10.03,219.13,38.94,58.0578,24.45,8.8,24.1722,328.28,5.2166,21.45,17.373,9.2,9.43,133.413,38.1625,104.18,34.985,55.81,33.4915,22.1,14.09,121.79,35.71,487.2,31.3,142.8,22.65,89.5,35.16,34.82,13.25,355.47,208.35
2015-12-08 05:00:00,0.839,2.39,49.48,20.0,38.73,14.778,23.08,58.0,2.525,15.1147,13.4,10.43,11.81,144.99,10.03,218.81,39.19,57.0156,24.45,8.8,24.1722,328.28,5.2166,21.45,17.549,9.2,9.43,131.979,38.1185,102.66,34.75,55.79,33.8665,22.1,14.09,123.29,36.8,487.2,31.3,141.79,22.65,89.5,35.6,34.82,13.25,348.94,206.949
2015-12-09 05:00:00,0.8178,2.35,48.59,20.0,38.58,14.565,22.73,58.0,2.394,14.968,13.4,10.43,11.81,144.24,10.03,217.54,38.24,57.0722,24.45,8.8,24.1722,328.28,5.2166,21.45,17.253,9.2,9.43,130.6023,37.5805,101.89,34.81,54.98,33.2395,22.1,14.09,120.63,36.41,487.2,31.3,138.43,22.65,89.5,35.07,34.82,13.25,344.57,205.34
2015-12-10 05:00:00,0.8245,2.45,48.57,20.0,38.19,14.733,22.65,58.0,2.482,15.138,13.4,10.43,11.81,146.41,10.03,218.88,38.57,58.4489,24.45,8.8,24.1722,328.28,5.2166,21.45,17.275,9.2,9.43,130.7648,37.473,101.76,34.77,55.27,33.116,22.1,14.09,121.87,37.02,487.2,31.3,140.36,22.65,89.5,35.49,34.82,13.25,345.25,205.87
2015-12-11 05:00:00,0.8123,2.36,47.46,20.0,37.21,14.442,22.18,58.0,2.419,14.468,13.4,10.43,11.81,144.62,10.03,217.2,37.6,58.1633,24.45,8.8,24.1722,328.28,5.2166,21.45,17.414,9.2,9.43,128.652,36.9435,98.23,34.27,54.06,32.0075,22.1,14.09,117.64,35.26,487.2,31.3,134.26,22.65,89.5,34.69,34.82,13.25,322.78,201.88
2015-12-14 05:00:00,0.8143,2.34,46.83,20.0,37.65,14.251,22.22,58.0,2.275,14.572,13.4,10.43,11.81,143.0,10.03,216.58,37.55,58.75,24.45,8.8,24.1722,328.28,5.2166,21.45,17.525,9.2,9.43,129.9522,37.3885,98.98,34.47,55.14,32.8955,22.1,14.09,115.7,34.99,487.2,31.3,135.21,22.65,89.5,35.01,34.82,13.25,319.6,202.9008
2015-12-15 05:00:00,0.8243,2.36,48.02,20.0,38.21,14.327,22.82,58.0,2.286,14.7393,13.4,10.43,11.81,146.53,10.03,214.84,37.86,59.6733,24.45,8.8,24.1722,328.28,5.2166,21.45,17.893,9.2,9.43,131.7304,37.17,98.47,35.18,55.2,32.932,22.1,14.09,117.28,36.57,487.2,31.3,138.47,22.65,89.5,36.32,34.82,13.25,329.54,205.0308
2015-12-16 05:00:00,0.8293,2.54,48.07,20.0,38.91,14.388,23.16,58.0,2.323,15.634,13.4,10.43,11.81,148.11,10.03,217.5,38.77,60.57,24.45,8.8,24.1722,328.28,5.2166,21.45,17.712,9.2,9.43,133.1644,37.9045,104.08,35.3,56.13,33.7885,22.1,14.09,118.53,37.2,487.2,31.3,142.38,22.65,89.5,35.98,34.82,13.25,331.0,208.03
2015-12-17 05:00:00,0.8168,2.56,47.54,20.0,36.93,14.048,22.96,58.0,2.284,15.5593,13.4,10.43,11.81,145.56,10.03,215.22,38.27,59.8967,24.45,8.8,24.1722,328.28,5.2166,21.45,17.351,9.2,9.43,130.7361,37.4715,102.31,34.91,55.7,33.5325,22.1,14.09,117.94,35.83,487.2,31.3,138.89,22.65,89.5,35.54,34.82,13.25,330.21,204.86
2015-12-18 05:00:00,0.8035,2.45,47.43,20.0,36.35,14.02,22.93,58.0,2.232,15.364,13.4,10.43,11.81,139.58,10.03,212.18,37.61,59.3533,24.45,8.8,24.1722,328.28,5.2166,21.45,17.574,9.2,9.43,128.9675,36.9655,101.83,33.865,54.13,33.207,22.1,14.09,116.51,37.54,487.2,31.3,139.96,22.65,89.5,34.98,34.82,13.25,321.47,200.0208
2015-12-21 05:00:00,0.8224,2.53,48.76,20.0,36.42,14.58,22.95,58.0,2.314,15.504,13.4,10.43,11.81,140.9,10.03,215.47,37.99,59.9244,24.45,8.8,24.1722,328.28,5.2166,21.45,17.737,9.2,9.43,129.5411,37.3885,102.6,34.24,54.83,33.2255,22.1,14.09,120.56,37.85,487.2,31.3,139.45,22.65,89.5,36.08,34.82,13.25,325.55,201.67
2015-12-22 05:00:00,0.8233,2.77,49.065,20.0,36.59,14.51,23.06,58.0,2.404,15.33,13.4,10.43,11.81,142.38,10.03,217.58,38.32,60.1611,24.45,8.8,24.1722,328.28,5.2166,21.45,17.714,9.2,9.43,131.8642,37.5,104.16,34.73,55.35,33.1575,22.1,14.09,122.74,37.22,487.2,31.3,142.42,22.65,89.5,36.805,34.82,13.25,330.51,203.5
2015-12-23 05:00:00,0.8264,2.83,49.04,20.0,36.93,14.651,23.08,58.0,2.477,15.3133,13.4,10.43,11.81,144.06,10.03,217.93,38.47,60.8589,24.45,8.8,24.1722,328.28,5.2166,21.45,17.745,9.2,9.43,132.4474,37.5155,104.96,35.0,55.82,33.185,22.1,14.09,123.8,38.44,487.2,31.3,144.89,22.65,89.5,37.11,34.82,13.25,339.64,206.02
2015-12-24 05:00:00,0.8293,2.92,49.55,20.0,37.01,14.632,23.15,58.0,2.466,15.3713,13.4,10.43,11.81,143.53,10.03,218.56,38.9,60.8278,24.45,8.8,24.1722,328.28,5.2166,21.45,17.761,9.2,9.43,132.1702,37.42,104.65,34.98,55.67,33.1395,22.1,14.09,124.84,38.45,487.2,31.3,142.74,22.65,89.5,37.07,34.82,13.25,337.4,205.68
2015-12-28 05:00:00,0.8285,3.0,49.58,20.0,36.79,14.635,23.01,58.0,2.437,15.2633,13.4,10.43,11.81,144.54,10.03,218.41,38.5,60.79,24.45,8.8,24.1722,328.28,5.2166,21.45,17.641,9.2,9.43,131.5583,38.1255,104.33,34.93,55.95,33.76,22.1,14.09,123.95,37.57,487.2,31.3,141.65,22.65,89.5,36.61,34.82,13.25,342.45,205.21
2015-12-29 05:00:00,0.842,3.0,50.88,20.0,37.04,14.794,23.08,58.0,2.465,15.8127,13.4,10.43,11.81,147.35,10.03,220.47,39.34,61.4856,24.45,8.8,24.1722,328.28,5.2166,21.45,18.064,9.2,9.43,133.6329,38.83,105.34,35.44,56.55,34.6985,22.1,14.09,127.87,39.12,487.2,31.3,142.97,22.65,89.5,37.08,34.82,13.25,343.6,207.4
2015-12-30 05:00:00,0.8348,2.98,50.41,20.0,36.92,14.737,22.88,58.0,2.418,15.8727,13.4,10.43,11.81,146.41,10.03,219.8,39.65,61.39,24.45,8.8,24.1722,328.28,5.2166,21.45,17.892,9.2,9.43,133.2122,38.55,104.46,34.99,56.31,34.4535,22.1,14.09,126.4,38.67,487.2,31.3,142.95,22.65,89.5,36.48,34.82,13.25,342.05,205.93
2015-12-31 05:00:00,0.824,2.87,49.985,20.0,36.53,14.515,22.75,58.0,2.451,16.0007,13.4,10.43,11.81,144.59,10.03,217.15,39.24,60.6844,24.45,8.8,24.1722,328.28,5.2166,21.45,17.929,9.2,9.43,131.5679,37.944,103.57,34.45,55.48,33.7945,22.1,14.09,125.83,38.58,487.2,31.3,140.56,22.65,89.5,36.2,34.82,13.25,340.52,203.87
2016-01-04 05:00:00,0.8093,2.77,50.12,20.0,35.75,14.228,22.09,58.0,2.365,14.894,13.4,10.43,11.81,140.5,10.03,213.21,39.34,60.8211,24.45,8.8,24.1722,328.28,5.2166,21.45,17.113,9.2,9.43,129.9713,37.092,102.57,33.99,54.8,31.8495,22.1,14.09,122.89,38.07,487.2,31.3,137.26,22.65,89.5,34.75,34.82,13.25,333.1,201.0192
2016-01-05 05:00:00,0.8223,2.75,49.14,20.0,35.64,13.752,21.95,58.0,2.311,14.8953,13.4,10.43,11.81,141.07,10.03,218.26,39.27,61.3289,24.45,8.8,24.1722,328.28,5.2166,21.45,17.177,9.2,9.43,129.8757,37.129,103.41,33.83,55.05,31.6895,22.1,14.09,123.45,37.6,487.2,31.3,137.39,22.65,89.5,34.31,34.82,13.25,333.96,201.36
2016-01-06 05:00:00,0.7883,2.505,48.64,20.0,35.82,13.329,21.34,58.0,2.293,14.6027,13.4,10.43,11.81,138.83,10.03,217.63,39.43,61.4711,24.45,8.8,24.1722,328.28,5.2166,21.45,16.927,9.2,9.43,129.2256,37.181,102.24,33.08,54.05,31.6325,22.1,14.09,122.23,36.72,487.2,31.3,132.74,22.65,89.5,33.98,34.82,13.25,330.16,198.82
2016-01-07 05:00:00,0.757,2.275,46.14,20.0,35.04,12.905,21.1,58.0,2.203,14.3767,13.4,10.43,11.81,133.01,10.03,213.29,38.49,59.6556,24.45,8.8,24.1722,328.28,5.2166,21.45,16.103,9.2,9.43,127.0172,36.3195,99.23,31.84,52.17,30.397,22.1,14.09,114.96,36.21,487.2,31.3,129.09,22.65,89.5,33.13,34.82,13.25,315.73,194.05
2016-01-08 05:00:00,0.7408,2.14,45.875,20.0,34.65,12.82,20.81,58.0,2.196,14.0667,13.4,10.43,11.81,129.99,10.03,212.91,38.29,59.6156,24.45,8.8,24.1722,328.28,5.2166,21.45,14.815,9.2,9.43,125.8413,35.7235,98.43,31.51,52.33,30.3525,22.1,14.09,110.71,35.93,487.2,31.3,128.0,22.65,89.5,32.69,34.82,13.25,307.78,191.923
2016-01-11 05:00:00,0.742,2.34,46.07,20.0,34.94,12.804,20.93,58.0,2.152,13.8567,13.4,10.43,11.81,130.21,10.03,215.35,38.92,59.9533,24.45,8.8,24.1722,328.28,5.2166,21.45,15.245,9.2,9.43,127.3709,35.8015,98.42,32.06,52.3,30.887,22.1,14.09,103.95,34.41,487.2,31.3,123.58,22.65,89.5,33.04,34.82,13.25,308.32,192.11
2016-01-12 05:00:00,0.7545,2.39,46.52,20.0,35.37,12.992,20.75,58.0,2.727,13.998,13.4,10.43,11.81,131.92,10.03,217.96,38.64,60.2356,24.45,8.8,24.1722,328.28,5.2166,21.45,15.619,9.2,9.43,127.0554,36.3035,99.17,32.68,52.78,30.8945,22.1,14.09,103.64,33.99,487.2,31.3,129.96,22.65,89.5,33.08,34.82,13.25,313.59,193.6608
2016-01-13 05:00:00,0.7315,2.25,46.1,20.0,34.08,12.331,20.48,58.0,2.5,13.354,13.4,10.43,11.81,128.12,10.03,214.4,37.39,60.5711,24.45,8.8,24.1722,328.28,5.2166,21.45,15.034,9.2,9.43,125.4015,35.028,97.1,31.91,51.64,29.0905,22.1,14.09,96.37,32.02,487.2,31.3,122.93,22.65,89.5,32.12,34.82,13.25,304.61,188.83
2016-01-14 05:00:00,0.7168,2.21,47.73,20.0,34.79,12.519,21.82,58.0,2.445,13.7453,13.4,10.43,11.81,129.2,10.03,216.42,38.54,61.7522,24.45,8.8,24.1722,328.28,5.2166,21.45,15.253,9.2,9.43,127.065,35.736,98.74,32.74,53.11,29.65,22.1,14.09,101.91,31.63,487.2,31.3,126.49,22.65,89.5,32.87,34.82,13.25,310.0,191.93
2016-01-15 05:00:00,0.6778,2.03,45.82,20.0,34.12,11.997,21.1,58.0,2.443,13.666,13.4,10.43,11.81,125.63,10.03,215.99,37.84,61.9167,24.45,8.8,24.1722,328.28,5.2166,21.45,14.993,9.2,9.43,124.3117,34.7225,97.26,29.76,50.99,28.509,22.1,14.09,97.91,14.28,487.2,31.3,124.4,22.65,89.5,32.31,34.82,13.25,296.58,187.81
2016-01-19 05:00:00,0.6833,1.95,46.09,20.0,34.55,12.007,21.66,58.0,2.478,13.648,13.4,10.43,11.81,126.06,10.03,215.29,38.73,61.8322,24.45,8.8,24.1722,328.28,5.2166,21.45,14.634,9.2,9.43,122.4761,35.0895,97.33,29.8,50.56,28.724,22.1,14.09,94.99,13.44,487.2,31.3,120.68,22.65,89.5,32.2,34.82,13.25,294.0,188.06
2016-01-20 05:00:00,0.687,1.8,45.93,20.0,33.94,12.383,21.09,58.0,2.522,13.2467,13.4,10.43,11.81,122.14,10.03,210.4,38.05,61.6178,24.45,8.8,24.1722,328.28,5.2166,21.45,14.969,9.2,9.43,116.501,34.9225,96.24,29.59,50.79,28.5885,22.1,14.09,96.99,13.26,487.2,31.3,128.61,22.65,89.5,31.2,34.82,13.25,292.0,185.65
2016-01-21 05:00:00,0.695,2.09,47.05,20.0,34.12,12.453,21.33,58.0,2.496,13.3313,13.4,10.43,11.81,123.4,10.03,210.79,38.55,61.7333,24.45,8.8,24.1722,328.28,5.2166,21.45,15.022,9.2,9.43,117.5048,35.3295,96.58,29.66,50.48,28.751,22.1,14.09,95.07,11.97,487.2,31.3,130.16,22.65,89.5,31.2,34.82,13.25,289.9,186.69
2016-01-22 05:00:00,0.7113,2.02,48.07,20.0,34.8,12.451,21.93,58.0,2.599,13.5033,13.4,10.43,11.81,124.61,10.03,212.04,39.76,62.9011,24.45,8.8,24.1722,328.28,5.2166,21.45,14.991,9.2,9.43,117.1128,36.2625,97.82,29.925,52.29,29.819,22.1,14.09,94.71,12.11,487.2,31.3,132.82,22.65,89.5,31.69,34.82,13.25,300.56,190.52
2016-01-25 05:00:00,0.7105,2.12,47.58,20.0,34.34,12.449,21.79,58.0,2.611,13.092,13.4,10.43,11.81,124.01,10.03,211.01,39.65,62.0244,24.45,8.8,24.1722,328.28,5.2166,21.45,14.588,9.2,9.43,116.7113,35.5835,96.48,29.6,51.79,29.8265,22.1,14.09,92.12,12.08,487.2,31.3,131.4,22.65,89.5,31.47,34.82,13.25,289.72,187.64
2016-01-26 05:00:00,0.7175,2.07,48.52,20.0,35.23,12.439,21.59,58.0,2.649,12.904,13.4,10.43,11.81,128.01,10.03,209.93,40.1,60.5822,24.45,8.8,24.1722,328.28,5.2166,21.45,14.715,9.2,9.43,117.1989,35.652,98.51,29.94,52.17,30.0625,22.1,14.09,92.2,12.16,487.2,31.3,132.65,22.65,89.5,31.97,34.82,13.25,299.26,190.2
2016-01-27 05:00:00,0.709,2.13,47.53,20.0,34.91,12.235,21.68,58.0,2.728,12.538,13.4,10.43,11.81,116.58,10.03,207.86,39.85,59.3356,24.45,8.8,24.1722,328.28,5.2166,21.45,14.239,9.2,9.43,115.6405,34.9995,96.96,29.81,51.22,29.1675,22.1,14.09,92.5,11.93,487.2,31.3,128.21,22.65,89.5,31.59,34.82,13.25,302.12,188.13
2016-01-28 05:00:00,0.7013,2.08,43.59,20.0,35.33,12.637,21.63,58.0,2.702,12.6467,13.4,10.43,11.81,118.01,10.03,206.66,40.56,58.51,24.45,8.8,24.1722,328.28,5.2166,21.45,16.726,9.2,9.43,116.8451,36.548,97.97,29.97,52.055,31.7675,22.1,14.09,92.76,11.3,487.2,31.3,124.6,22.65,89.5,34.24,34.82,13.25,299.17,189.11
2016-01-29 05:00:00,0.7323,2.2,45.34,20.0,36.31,13.371,22.35,58.0,2.978,12.7467,13.4,10.43,11.81,120.13,10.03,211.0,42.21,60.0944,24.45,8.8,24.1722,328.28,5.2166,21.45,17.251,9.2,9.43,119.3021,37.1475,103.2,31.02,55.09,29.35,22.1,14.09,90.75,11.88,487.2,31.3,128.74,22.65,89.5,36.14,34.82,13.25,314.26,193.7208
2016-02-01 05:00:00,0.7325,2.14,46.11,20.0,36.32,13.768,22.46,58.0,3.14,13.1293,13.4,10.43,11.81,121.56,10.03,209.8,41.34,60.3511,24.45,8.8,24.1722,328.28,5.2166,21.45,17.334,9.2,9.43,119.3403,37.6,102.88,30.82,54.71,28.7405,22.1,14.09,92.39,12.38,487.2,31.3,127.24,22.65,89.5,37.08,34.82,13.25,312.25,193.65
2016-02-02 05:00:00,0.7015,1.99,43.15,20.0,35.35,13.324,22.56,58.0,3.086,12.1853,13.4,10.43,11.81,117.52,10.03,210.45,40.53,59.9278,24.45,8.8,24.1722,328.28,5.2166,21.45,17.189,9.2,9.43,117.5335,38.2325,100.66,29.8,53.0,27.605,22.1,14.09,90.98,12.22,487.2,31.3,122.0,22.65,89.5,36.83,34.82,13.25,301.21,190.16
2016-02-03 05:00:00,0.705,2.07,44.73,20.0,35.69,13.136,22.92,58.0,3.212,11.5653,13.4,10.43,11.81,121.87,10.03,212.92,40.14,60.5667,24.45,8.8,24.1722,328.28,5.2166,21.45,17.148,9.2,9.43,119.2352,36.3475,102.16,29.34,52.16,26.5535,22.1,14.09,93.88,12.03,487.2,31.3,123.45,22.65,89.5,37.01,34.82,13.25,304.06,191.3
2016-02-04 05:00:00,0.7053,2.09,45.66,20.0,36.45,13.612,23.23,58.0,3.23,11.6887,13.4,10.43,11.81,123.61,10.03,210.21,39.9,61.3256,24.45,8.8,24.1722,328.28,5.2166,21.45,16.784,9.2,9.43,122.0363,35.4005,102.55,29.77,52.0,26.813,22.1,14.09,91.72,12.23,487.2,31.3,124.87,22.65,89.5,37.17,34.82,13.25,313.7,191.6
2016-02-05 05:00:00,0.6607,1.98,44.02,20.0,35.7,12.836,22.75,58.0,3.197,10.84,13.4,10.43,11.81,122.56,10.03,211.94,37.56,59.5822,24.45,8.8,24.1722,328.28,5.2166,21.45,15.646,9.2,9.43,122.9159,34.1785,102.13,29.04,50.16,25.1065,22.1,14.09,86.61,12.22,487.2,31.3,121.77,22.65,89.5,35.07,34.82,13.25,307.75,187.95
2016-02-08 05:00:00,0.6305,1.93,43.89,20.0,35.61,12.186,22.8,58.0,3.173,9.866,13.4,10.43,11.81,119.47,10.03,214.53,35.13,56.3644,24.45,8.8,24.1722,328.28,5.2166,21.45,15.5,9.2,9.43,121.3958,34.137,101.53,28.82,49.41,24.405,22.1,14.09,82.0,10.74,487.2,31.3,114.16,22.65,89.5,33.61,34.82,13.25,293.46,185.42
2016-02-09 05:00:00,0.6373,1.9,43.61,20.0,35.08,11.971,22.56,58.0,3.081,9.8833,13.4,10.43,11.81,118.88,10.03,215.98,35.73,56.5356,24.45,8.8,24.1722,328.28,5.2166,21.45,15.196,9.2,9.43,118.6138,33.9055,102.72,28.81,49.28,24.1035,22.1,14.09,80.14,11.18,487.2,31.3,116.7,22.65,89.5,32.7,34.82,13.25,294.53,185.43
2016-02-10 05:00:00,0.6358,1.84,42.96,20.0,35.2,11.92,22.3,58.0,2.998,9.578,13.4,10.43,11.81,116.36,10.03,213.95,36.6,58.2678,24.45,8.8,24.1722,328.28,5.2166,21.45,15.015,9.2,9.43,114.9044,34.206,102.6,28.23,49.71,24.524,22.1,14.09,81.73,11.29,487.2,31.3,116.49,22.65,89.5,32.9,34.82,13.25,298.56,185.27
2016-02-11 05:00:00,0.6325,1.86,43.0,20.0,34.84,11.631,22.0,58.0,2.972,10.0313,13.4,10.43,11.81,108.44,10.03,207.18,36.34,57.95,24.45,8.8,24.1722,328.28,5.2166,21.45,14.957,9.2,9.43,112.6673,34.1555,101.54,28.22,49.69,25.191,22.1,14.09,79.71,11.73,487.2,31.3,112.72,22.65,89.5,33.52,34.82,13.25,294.21,182.86
2016-02-12 05:00:00,0.6433,1.83,44.56,20.0,35.54,12.166,22.24,58.0,2.989,10.0693,13.4,10.43,11.81,108.63,10.03,206.08,37.17,59.0311,24.45,8.8,24.1722,328.28,5.2166,21.45,15.19,9.2,9.43,115.717,34.12,103.48,28.64,50.5,25.354,22.1,14.09,83.23,12.35,487.2,31.3,113.78,22.65,89.5,34.3,34.82,13.25,306.8,186.63
2016-02-16 05:00:00,0.6748,1.83,46.73,20.0,35.7,12.624,23.34,58.0,3.124,10.3447,13.4,10.43,11.81,112.6,10.03,209.0,38.98,59.4622,24.45,8.8,24.1722,328.28,5.2166,21.45,15.236,9.2,9.43,117.3423,34.55,104.95,28.78,51.09,26.055,22.1,14.09,85.37,12.95,487.2,31.3,119.0,22.65,89.5,35.46,34.82,13.25,314.47,189.78
2016-02-17 05:00:00,0.6915,1.9,48.41,20.0,36.63,13.068,23.64,58.0,3.22,11.2453,13.4,10.43,11.81,116.34,10.03,212.74,38.96,60.2067,24.45,8.8,24.1722,328.28,5.2166,21.45,15.66,9.2,9.43,120.5545,35.42,106.13,29.47,52.42,26.705,22.1,14.09,88.25,13.48,487.2,31.3,122.79,22.65,89.5,36.36,34.82,13.25,319.88,192.88
2016-02-18 05:00:00,0.751,1.91,49.08,20.0,36.63,12.707,23.8,58.0,3.254,11.118,13.4,10.43,11.81,117.57,10.03,214.2,39.0,60.2911,24.45,8.8,24.1722,328.28,5.2166,21.45,14.932,9.2,9.43,126.6252,34.8675,106.47,29.42,52.19,26.25,22.1,14.09,86.64,13.36,487.2,31.3,121.64,22.65,89.5,36.31,34.82,13.25,315.97,192.09
2016-02-19 05:00:00,0.761,1.91,49.42,20.0,36.78,12.867,23.78,58.0,3.192,11.1053,13.4,10.43,11.81,115.16,10.03,213.62,39.59,60.7044,24.45,8.8,24.1722,328.28,5.2166,21.45,15.325,9.2,9.43,127.2275,35.0455,107.27,28.71,51.82,26.745,22.1,14.09,88.08,14.08,487.2,31.3,123.07,22.65,89.5,35.76,34.82,13.25,314.29,192.0
2016-02-22 05:00:00,0.788,2.01,51.28,20.0,37.11,13.064,23.96,58.0,3.232,11.8493,13.4,10.43,11.81,117.39,10.03,215.01,39.52,61.2789,24.45,8.8,24.1722,328.28,5.2166,21.45,15.46,9.2,9.43,127.8872,35.323,105.17,29.35,52.65,27.975,22.1,14.09,89.0,15.18,487.2,31.3,125.45,22.65,89.5,36.0,34.82,13.25,316.45,194.78
2016-02-23 05:00:00,0.79,1.97,50.42,20.0,36.55,12.816,23.4,58.0,3.18,11.814,13.4,10.43,11.81,116.9,10.03,215.15,39.7,60.9889,24.45,8.8,24.1722,328.28,5.2166,21.45,15.259,9.2,9.43,126.5774,34.7925,103.64,28.8,51.18,27.647,22.1,14.09,85.28,14.15,487.2,31.3,121.92,22.65,89.5,35.48,34.82,13.25,309.86,192.32
2016-02-24 05:00:00,0.7955,2.02,51.52,20.0,36.63,13.034,23.42,58.0,3.237,11.9333,13.4,10.43,11.81,115.59,10.03,216.63,39.53,61.5167,24.45,8.8,24.1722,328.28,5.2166,21.45,15.658,9.2,9.43,126.9598,34.978,103.3,29.19,51.36,27.702,22.1,14.09,86.77,14.43,487.2,31.3,121.83,22.65,89.5,36.47,34.82,13.25,307.98,193.2
2016-02-25 05:00:00,0.7973,2.03,51.64,20.0,37.29,13.247,23.69,58.0,3.221,12.4953,13.4,10.43,11.81,116.82,10.03,220.03,37.6,62.1422,24.45,8.8,24.1722,328.28,5.2166,21.45,15.815,9.2,9.43,128.5851,35.2875,104.19,29.62,52.1,27.7575,22.1,14.09,85.53,14.36,487.2,31.3,123.36,22.65,89.5,36.74,34.82,13.25,313.62,195.54
2016-02-26 05:00:00,0.792,2.07,51.62,20.0,36.96,13.311,23.77,58.0,3.207,12.6893,13.4,10.43,11.81,118.16,10.03,217.24,37.62,63.0522,24.45,8.8,24.1722,328.28,5.2166,21.45,15.858,9.2,9.43,126.2237,35.2535,103.03,29.8,51.3,27.7615,22.1,14.09,87.0,13.27,487.2,31.3,125.0,22.65,89.5,37.49,34.82,13.25,313.92,195.0892
2016-02-29 05:00:00,0.784,2.14,50.79,20.0,36.78,13.397,23.55,58.0,3.247,12.7953,13.4,10.43,11.81,118.18,10.03,215.79,37.93,62.5622,24.45,8.8,24.1722,328.28,5.2166,21.45,16.089,9.2,9.43,125.2677,34.8885,101.35,29.59,50.88,27.626,22.1,14.09,85.49,13.71,487.2,31.3,121.58,22.65,89.5,38.14,34.82,13.25,311.96,193.56
2016-03-01 05:00:00,0.8188,2.18,52.11,20.0,37.99,13.843,24.58,58.0,3.322,12.4233,13.4,10.43,11.81,119.96,10.03,218.13,38.29,63.4989,24.45,8.8,24.1722,328.28,5.2166,21.45,17.239,9.2,9.43,128.4608,35.9405,105.87,30.37,52.58,28.952,22.1,14.09,89.57,13.49,487.2,31.3,123.71,22.65,89.5,39.25,34.82,13.25,322.57,198.11
2016-03-02 05:00:00,0.8235,2.32,52.85,20.0,37.76,13.697,24.62,58.0,3.319,12.556,13.4,10.43,11.81,119.65,10.03,217.2,37.35,63.7567,24.45,8.8,24.1722,328.28,5.2166,21.45,16.824,9.2,9.43,130.3059,35.9425,106.49,30.54,52.95,29.0105,22.1,14.09,92.52,14.18,487.2,31.3,125.82,22.65,89.5,39.16,34.82,13.25,326.73,199.0
