,NVDA,AMD,QCOM,NBIS,ORCL,AVGO,TSM,CRWD,SMCI,TSLA,JOBY,RKLB,ASTS,BA,LUNR,LMT,SERV,ISRG,IREN,CORZ,IBIT,COIN,CLSK,HUT,MSTR,IONQ,RGTI,IBM,GOOG,HON,INTC,MSFT,AMZN,NTLA,CRSP,VRTX,SRPT,DNA,RXRX,JAZZ,SOFI,XYZ,PYPL,HOOD,BULL,BLK,SPY
,NVDA,AMD,QCOM,NBIS,ORCL,AVGO,TSM,CRWD,SMCI,TSLA,JOBY,RKLB,ASTS,BA,LUNR,LMT,SERV,ISRG,IREN,CORZ,IBIT,COIN,CLSK,HUT,MSTR,IONQ,RGTI,IBM,GOOG,HON,INTC,MSFT,AMZN,NTLA,CRSP,VRTX,SRPT,DNA,RXRX,JAZZ,SOFI,XYZ,PYPL,HOOD,BULL,BLK,SPY
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29 04:00:00,6.2148,13.36,58.23,20.0,46.26,24.969,38.16,58.0,2.4,18.9173,13.4,10.43,11.81,352.48,10.03,317.2,57.22,151.5433,24.45,8.8,24.1722,328.28,5.2166,21.45,12.927,9.2,9.43,135.0096,53.016,148.2,55.32,98.01,80.6435,25.32,68.91,155.24,92.45,487.2,31.3,165.55,22.65,89.5,80.73,34.82,13.25,524.26,269.02
2018-05-30 04:00:00,6.3248,13.82,58.39,20.0,47.05,24.94,38.34,58.0,2.435,19.448,13.4,10.43,11.81,358.19,10.03,321.04,57.44,153.22,24.45,8.8,24.1722,328.28,5.2166,21.45,13.224,9.2,9.43,136.348,53.39,150.44,55.68,98.95,81.2445,26.7,73.59,156.64,94.44,487.2,31.3,168.48,22.65,89.5,81.6,34.82,13.25,534.29,272.61
2018-05-31 04:00:00,6.3048,13.73,58.12,20.0,46.72,25.207,38.7,58.0,2.41,18.982,13.4,10.43,11.81,352.16,10.03,314.54,57.14,153.2233,24.45,8.8,24.1722,328.28,5.2166,21.45,12.957,9.2,9.43,135.0956,54.2495,147.91,55.2,98.84,81.481,27.1,68.91,154.0,93.85,487.2,31.3,169.0,22.65,89.5,82.07,34.82,13.25,534.23,270.94
2018-06-01 04:00:00,6.4405,14.4,58.61,20.0,47.35,25.634,39.2,58.0,2.44,19.4547,13.4,10.43,11.81,356.72,10.03,316.63,57.04,159.75,24.45,8.8,24.1722,328.28,5.2166,21.45,13.042,9.2,9.43,135.7075,55.975,150.09,57.08,100.79,82.077,25.45,67.13,152.05,95.85,487.2,31.3,170.75,22.65,89.5,83.25,34.82,13.25,539.06,273.6
2018-06-04 04:00:00,6.6213,14.85,58.71,20.0,47.32,25.837,39.97,58.0,2.455,19.7827,13.4,10.43,11.81,360.73,10.03,318.17,57.75,159.31,24.45,8.8,24.1722,328.28,5.2166,21.45,13.112,9.2,9.43,136.7495,56.9645,150.14,56.83,101.67,83.2635,25.55,65.97,149.65,97.98,487.2,31.3,172.02,22.65,89.5,84.57,34.82,13.25,540.67,274.9
2018-06-05 04:00:00,6.6268,14.85,58.98,20.0,47.13,25.926,39.54,58.0,2.515,19.4087,13.4,10.43,11.81,360.1,10.03,320.02,58.46,164.1233,24.45,8.8,24.1722,328.28,5.2166,21.45,13.131,9.2,9.43,137.3805,56.983,149.87,56.53,102.19,84.8175,27.05,66.95,145.72,98.74,487.2,31.3,172.54,22.65,89.5,85.05,34.82,13.25,534.38,275.1
2018-06-06 04:00:00,6.6288,15.67,59.84,20.0,47.75,26.352,39.56,58.0,2.575,21.3,13.4,10.43,11.81,371.56,10.03,319.91,59.39,164.46,24.45,8.8,24.1722,328.28,5.2166,21.45,13.178,9.2,9.43,138.3461,56.844,151.0,57.03,102.49,84.7875,27.5,67.84,145.97,97.57,487.2,31.3,175.29,22.65,89.5,85.21,34.82,13.25,551.86,277.4
2018-06-07 04:00:00,6.5725,14.89,60.64,20.0,47.68,26.468,39.52,58.0,2.56,21.0727,13.4,10.43,11.81,368.53,10.03,321.95,59.2,161.78,24.45,8.8,24.1722,328.28,5.2166,21.45,12.99,9.2,9.43,138.9675,56.193,152.09,55.88,100.88,84.465,26.95,67.01,145.75,96.23,487.2,31.3,175.53,22.65,89.5,83.27,34.82,13.25,549.14,277.37
2018-06-08 04:00:00,6.557,15.25,60.26,20.0,48.18,25.797,38.93,58.0,2.62,21.1773,13.4,10.43,11.81,369.5,10.03,322.31,59.04,161.5333,24.45,8.8,24.1722,328.28,5.2166,21.45,12.996,9.2,9.43,139.7132,56.0435,151.86,55.05,101.63,84.1995,27.23,68.15,150.55,97.61,487.2,31.3,176.79,22.65,89.5,84.34,34.82,13.25,549.41,278.19
2018-06-11 04:00:00,6.5155,15.73,59.93,20.0,48.19,26.083,38.76,58.0,2.655,22.14,13.4,10.43,11.81,370.94,10.03,319.3,58.52,163.57,24.45,8.8,24.1722,328.28,5.2166,21.45,13.109,9.2,9.43,140.1338,56.4995,151.87,54.52,101.05,84.456,24.56,59.57,148.63,98.02,487.2,31.3,177.93,22.65,89.5,83.89,34.82,13.25,549.06,278.56
2018-06-12 04:00:00,6.5645,15.85,59.79,20.0,48.45,26.143,39.2,58.0,2.7,22.8513,13.4,10.43,11.81,370.62,10.03,315.16,58.77,164.9733,24.45,8.8,24.1722,328.28,5.2166,21.45,13.252,9.2,9.43,140.4111,56.966,152.26,54.82,101.31,84.9375,24.94,59.34,150.99,98.76,487.2,31.3,175.36,22.65,89.5,85.02,34.82,13.25,547.11,278.92
2018-06-13 04:00:00,6.56,16.32,59.22,20.0,48.27,26.358,39.05,58.0,2.675,22.9853,13.4,10.43,11.81,363.85,10.03,314.35,58.59,163.49,24.45,8.8,24.1722,328.28,5.2166,21.45,13.272,9.2,9.43,139.914,56.7395,151.83,55.03,100.85,85.243,25.65,57.0,151.94,96.77,487.2,31.3,175.81,22.65,89.5,85.27,34.82,13.25,532.17,278.03
2018-06-14 04:00:00,6.6728,16.25,59.46,20.0,45.9,26.846,38.6,58.0,2.62,23.848,13.4,10.43,11.81,362.42,10.03,310.59,58.93,165.1733,24.45,8.8,24.1722,328.28,5.2166,21.45,13.316,9.2,9.43,138.8145,57.606,151.2,55.54,101.42,86.193,26.03,59.06,154.99,98.78,487.2,31.3,177.23,22.65,89.5,85.61,34.82,13.25,523.36,278.73
2018-06-15 04:00:00,6.6315,16.34,59.86,20.0,46.28,27.023,38.69,58.0,2.575,23.878,13.4,10.43,11.81,357.88,10.03,310.14,59.5,163.4967,24.45,8.8,24.1722,328.28,5.2166,21.45,13.474,9.2,9.43,138.9962,57.613,150.23,55.11,100.13,85.7985,27.39,59.31,155.02,102.29,487.2,31.3,178.1,22.65,89.5,85.31,34.82,13.25,524.52,277.13
2018-06-18 04:00:00,6.6273,17.11,59.2,20.0,46.52,26.45,38.25,58.0,2.55,24.722,13.4,10.43,11.81,354.74,10.03,309.52,60.39,163.5567,24.45,8.8,24.1722,328.28,5.2166,21.45,13.578,9.2,9.43,138.1262,58.673,149.95,53.22,100.86,86.1895,28.95,62.63,151.69,105.24,487.2,31.3,177.81,22.65,89.5,85.85,34.82,13.25,527.54,276.56
2018-06-19 04:00:00,6.5043,16.69,58.7,20.0,46.27,26.095,37.56,58.0,2.525,23.5033,13.4,10.43,11.81,341.12,10.03,302.52,60.4,162.8667,24.45,8.8,24.1722,328.28,5.2166,21.45,13.55,9.2,9.43,137.5717,58.403,147.28,52.93,100.86,86.739,28.95,62.06,154.5,143.93,487.2,31.3,180.35,22.65,89.5,84.52,34.82,13.25,526.61,275.5
2018-06-20 04:00:00,6.5578,16.52,58.79,20.0,42.82,26.122,38.35,58.0,2.525,24.148,13.4,10.43,11.81,342.69,10.03,302.86,59.82,162.4833,24.45,8.8,24.1722,328.28,5.2166,21.45,13.5,9.2,9.43,136.3576,58.492,146.54,53.46,101.87,87.504,30.79,65.26,157.63,153.69,487.2,31.3,183.18,22.65,89.5,85.95,34.82,13.25,526.58,275.97
2018-06-21 04:00:00,6.4277,15.65,58.75,20.0,43.1,25.965,37.62,58.0,2.505,23.1673,13.4,10.43,11.81,337.66,10.03,300.38,59.69,162.36,24.45,8.8,24.1722,328.28,5.2166,21.45,13.246,9.2,9.43,135.0382,57.883,143.97,52.19,101.14,86.511,29.51,65.14,156.57,149.65,487.2,31.3,180.13,22.65,89.5,85.97,34.82,13.25,524.98,274.24
2018-06-22 04:00:00,6.2738,15.8,58.5,20.0,44.1,25.971,38.12,58.0,2.49,22.242,13.4,10.43,11.81,338.91,10.03,299.38,59.26,161.07,24.45,8.8,24.1722,328.28,5.2166,21.45,13.115,9.2,9.43,135.0669,57.774,144.0,52.5,100.41,85.7835,28.91,62.78,159.19,140.33,487.2,31.3,178.5,22.65,89.5,85.12,34.82,13.25,522.74,274.74
2018-06-25 04:00:00,5.978,15.11,57.05,20.0,44.28,25.242,36.51,58.0,2.41,22.2007,13.4,10.43,11.81,331.2,10.03,298.77,59.0,157.8267,24.45,8.8,24.1722,328.28,5.2166,21.45,12.876,9.2,9.43,132.6864,56.2405,144.04,50.71,98.39,83.1575,28.35,61.67,154.76,137.74,487.2,31.3,175.62,22.65,89.5,82.19,34.82,13.25,515.14,271.0
2018-06-26 04:00:00,6.0498,15.5,56.45,20.0,44.41,25.154,36.46,58.0,2.425,22.8,13.4,10.43,11.81,331.3,10.03,299.08,59.12,160.9267,24.45,8.8,24.1722,328.28,5.2166,21.45,12.961,9.2,9.43,132.9637,55.923,144.01,49.67,99.08,84.5545,28.59,64.1,151.5,135.53,487.2,31.3,173.9,22.65,89.5,82.32,34.82,13.25,510.85,271.6
2018-06-27 04:00:00,5.893,14.97,55.17,20.0,43.45,24.711,35.51,58.0,2.38,22.9667,13.4,10.43,11.81,329.82,10.03,294.78,58.71,158.7967,24.45,8.8,24.1722,328.28,5.2166,21.45,12.506,9.2,9.43,131.434,55.199,143.14,48.76,97.54,83.0255,26.76,60.08,147.5,129.27,487.2,31.3,174.5,22.65,89.5,80.67,34.82,13.25,503.53,269.35
2018-06-28 04:00:00,6.0215,15.31,55.9,20.0,43.84,24.49,35.94,58.0,2.375,23.3287,13.4,10.43,11.81,334.65,10.03,295.24,59.92,161.2367,24.45,8.8,24.1722,328.28,5.2166,21.45,12.73,9.2,9.43,133.8815,55.711,143.13,49.25,98.63,85.0725,27.02,58.79,147.59,133.75,487.2,31.3,173.86,22.65,89.5,82.48,34.82,13.25,501.77,270.89
2018-06-29 04:00:00,5.9225,14.99,56.12,20.0,44.06,24.264,36.56,58.0,2.365,22.8633,13.4,10.43,11.81,335.51,10.03,295.43,59.47,159.4933,24.45,8.8,24.1722,328.28,5.2166,21.45,12.775,9.2,9.43,133.5564,55.7825,144.05,49.71,98.61,84.99,27.36,58.76,169.96,132.18,487.2,31.3,172.3,22.65,89.5,83.27,34.82,13.25,499.04,271.28
2018-07-02 04:00:00,6.056,15.16,56.18,20.0,44.95,24.205,36.54,58.0,2.455,22.338,13.4,10.43,11.81,336.08,10.03,299.12,59.42,162.7,24.45,8.8,24.1722,328.28,5.2166,21.45,12.963,9.2,9.43,133.7094,56.373,144.81,50.2,100.01,85.689,28.73,60.05,169.61,134.77,487.2,31.3,173.15,22.65,89.5,83.89,34.82,13.25,499.52,271.86
2018-07-03 04:00:00,5.921,15.0,55.33,20.0,44.72,23.929,36.39,58.0,2.41,20.724,13.4,10.43,11.81,332.93,10.03,299.46,60.05,161.86,24.45,8.8,24.1722,328.28,5.2166,21.45,13.176,9.2,9.43,133.4321,55.1445,144.94,49.47,99.05,84.698,29.57,61.26,167.73,135.71,487.2,31.3,172.94,22.65,89.5,83.27,34.82,13.25,491.29,270.9
2018-07-05 04:00:00,6.0683,15.5,57.38,20.0,45.41,24.54,36.59,58.0,2.43,20.6107,13.4,10.43,11.81,333.18,10.03,299.19,60.14,162.4633,24.45,8.8,24.1722,328.28,5.2166,21.45,13.405,9.2,9.43,135.2103,56.2135,144.92,50.75,99.76,84.9865,29.66,61.74,169.49,135.29,487.2,31.3,176.49,22.65,89.5,84.59,34.82,13.25,491.98,273.11
2018-07-06 04:00:00,6.1833,16.36,57.84,20.0,46.0,24.768,37.27,58.0,2.415,20.5933,13.4,10.43,11.81,334.64,10.03,299.19,60.44,165.1533,24.45,8.8,24.1722,328.28,5.2166,21.45,13.488,9.2,9.43,136.2141,57.0085,145.72,51.37,101.16,85.5315,31.44,62.88,173.45,139.33,487.2,31.3,177.67,22.65,89.5,85.94,34.82,13.25,491.69,275.42
2018-07-09 04:00:00,6.2313,16.61,58.04,20.0,46.73,24.743,37.83,58.0,2.445,21.234,13.4,10.43,11.81,341.92,10.03,306.48,60.67,166.4733,24.45,8.8,24.1722,328.28,5.2166,21.45,13.512,9.2,9.43,138.0402,57.7025,147.42,51.86,101.85,86.951,31.36,63.21,174.16,137.96,487.2,31.3,179.4,22.65,89.5,86.23,34.82,13.25,504.1,277.9
2018-07-10 04:00:00,6.3313,16.55,58.37,20.0,46.99,25.056,37.93,58.0,2.46,21.498,13.4,10.43,11.81,347.16,10.03,308.83,60.52,167.37,24.45,8.8,24.1722,328.28,5.2166,21.45,13.492,9.2,9.43,138.3461,57.642,148.04,52.16,102.12,87.1535,30.51,62.21,175.11,138.04,487.2,31.3,180.57,22.65,89.5,86.17,34.82,13.25,504.93,278.9
2018-07-11 04:00:00,6.1883,16.27,57.3,20.0,47.64,24.344,36.97,58.0,2.37,21.264,13.4,10.43,11.81,340.6,10.03,306.58,61.13,168.0733,24.45,8.8,24.1722,328.28,5.2166,21.45,13.426,9.2,9.43,138.566,57.695,144.52,51.2,101.98,87.75,31.39,64.19,175.01,137.73,487.2,31.3,179.88,22.65,89.5,86.25,34.82,13.25,502.9,276.86
2018-07-12 04:00:00,6.2808,16.56,58.32,20.0,48.15,20.998,37.31,58.0,2.395,21.114,13.4,10.43,11.81,346.03,10.03,313.31,61.24,175.0,24.45,8.8,24.1722,328.28,5.2166,21.45,13.631,9.2,9.43,140.0096,59.174,147.89,52.35,104.19,89.831,32.47,65.05,178.27,137.47,487.2,31.3,179.46,22.65,89.5,89.13,34.82,13.25,506.67,279.37
2018-07-13 04:00:00,6.233,16.27,58.39,20.0,48.63,20.246,37.77,58.0,2.4,21.258,13.4,10.43,11.81,350.79,10.03,318.37,61.78,174.78,24.45,8.8,24.1722,328.28,5.2166,21.45,13.583,9.2,9.43,139.4837,59.441,147.5,52.22,105.43,90.6515,32.6,65.71,180.5,139.42,487.2,31.3,175.98,22.65,89.5,87.99,34.82,13.25,507.09,279.59
2018-07-16 04:00:00,6.205,16.58,58.35,20.0,48.46,20.325,37.79,58.0,2.42,20.6733,13.4,10.43,11.81,356.1,10.03,319.05,61.84,172.6867,24.45,8.8,24.1722,328.28,5.2166,21.45,13.53,9.2,9.43,139.0631,59.193,146.4,52.01,104.91,91.1245,29.36,60.06,181.22,136.68,487.2,31.3,174.81,22.65,89.5,87.77,34.82,13.25,503.96,279.34
2018-07-17 04:00:00,6.3423,16.87,58.91,20.0,48.9,20.831,38.04,58.0,2.395,21.5127,13.4,10.43,11.81,356.88,10.03,317.5,56.96,174.5933,24.45,8.8,24.1722,328.28,5.2166,21.45,13.488,9.2,9.43,137.1797,59.94,148.49,51.75,105.95,92.1965,31.36,62.01,182.59,137.3,487.2,31.3,175.6,22.65,89.5,88.58,34.82,13.25,504.88,280.47
2018-07-18 04:00:00,6.2925,16.85,58.76,20.0,48.64,20.878,38.41,58.0,2.42,21.59,13.4,10.43,11.81,360.23,10.03,319.77,57.21,175.97,24.45,8.8,24.1722,328.28,5.2166,21.45,13.583,9.2,9.43,138.1644,59.794,149.15,51.72,105.12,92.146,31.0,58.53,181.13,135.34,487.2,31.3,176.05,22.65,89.5,88.22,34.82,13.25,510.85,281.06
2018-07-19 04:00:00,6.3008,16.71,59.31,20.0,48.44,21.037,39.81,58.0,2.425,21.3487,13.4,10.43,11.81,355.33,10.03,319.6,57.0,173.7633,24.45,8.8,24.1722,328.28,5.2166,21.45,13.754,9.2,9.43,142.6769,59.348,147.54,51.98,104.4,90.6485,31.63,58.39,180.12,135.53,487.2,31.3,177.11,22.65,89.5,87.38,34.82,13.25,504.89,280.0
2018-07-20 04:00:00,6.2723,16.5,58.61,20.0,48.52,21.033,40.73,58.0,2.375,20.9053,13.4,10.43,11.81,354.9,10.03,322.55,57.71,172.26,24.45,8.8,24.1722,328.28,5.2166,21.45,13.529,9.2,9.43,139.914,59.2455,153.13,51.91,106.27,90.685,31.62,58.35,177.4,133.31,487.2,31.3,176.49,22.65,89.5,87.47,34.82,13.25,502.78,279.68
2018-07-23 04:00:00,6.2353,16.66,59.08,20.0,48.67,21.672,40.74,58.0,2.37,20.2133,13.4,10.43,11.81,353.27,10.03,318.33,58.47,173.29,24.45,8.8,24.1722,328.28,5.2166,21.45,13.42,9.2,9.43,139.2925,60.275,153.7,52.31,107.97,90.1,30.45,57.27,176.54,132.44,487.2,31.3,177.5,22.65,89.5,89.24,34.82,13.25,508.51,280.2
2018-07-24 04:00:00,6.2178,16.19,58.85,20.0,48.67,21.734,40.39,58.0,2.365,19.8287,13.4,10.43,11.81,358.27,10.03,322.57,59.04,174.4067,24.45,8.8,24.1722,328.28,5.2166,21.45,13.332,9.2,9.43,139.9426,62.404,155.16,52.18,107.66,91.462,28.49,51.81,174.88,131.26,487.2,31.3,174.33,22.65,89.5,91.41,34.82,13.25,508.89,281.61
2018-07-25 04:00:00,6.2968,16.05,59.42,20.0,48.95,22.597,40.89,58.0,2.31,20.5827,13.4,10.43,11.81,355.92,10.03,324.36,60.0,179.3233,24.45,8.8,24.1722,328.28,5.2166,21.45,13.527,9.2,9.43,140.1721,63.185,158.02,52.43,110.83,93.1805,28.21,50.82,176.81,131.22,487.2,31.3,176.22,22.65,89.5,91.37,34.82,13.25,512.49,284.01
2018-07-26 04:00:00,6.371,18.35,63.58,20.0,48.87,22.318,40.82,58.0,2.32,20.4433,13.4,10.43,11.81,359.32,10.03,322.94,59.2,175.6533,24.45,8.8,24.1722,328.28,5.2166,21.45,13.738,9.2,9.43,140.2581,63.4165,159.12,52.16,109.62,90.4,27.53,49.77,175.87,125.19,487.2,31.3,176.3,22.65,89.5,89.14,34.82,13.25,505.11,283.34
2018-07-27 04:00:00,6.3005,18.94,62.69,20.0,48.63,22.105,41.45,58.0,2.22,19.812,13.4,10.43,11.81,360.65,10.03,324.09,58.52,173.07,24.45,8.8,24.1722,328.28,5.2166,21.45,12.916,9.2,9.43,138.7667,61.925,159.34,47.68,107.68,90.8635,26.38,47.01,172.1,119.14,487.2,31.3,172.34,22.65,89.5,85.46,34.82,13.25,502.92,281.42
2018-07-30 04:00:00,6.1033,19.42,62.04,20.0,47.73,22.519,41.09,58.0,2.215,19.3447,13.4,10.43,11.81,351.06,10.03,320.11,58.07,167.6667,24.45,8.8,24.1722,328.28,5.2166,21.45,12.793,9.2,9.43,139.0918,60.987,156.92,47.69,105.37,88.961,25.79,47.15,174.42,115.31,487.2,31.3,172.57,22.65,89.5,82.39,34.82,13.25,500.18,279.95
2018-07-31 04:00:00,6.1215,18.33,64.09,20.0,47.68,22.177,41.21,58.0,2.21,19.876,13.4,10.43,11.81,356.3,10.03,326.1,56.99,169.3967,24.45,8.8,24.1722,328.28,5.2166,21.45,13.015,9.2,9.43,138.5564,60.863,159.65,48.1,106.08,88.872,26.62,47.74,175.05,116.24,487.2,31.3,173.08,22.65,89.5,82.14,34.82,13.25,502.76,281.33
2018-08-01 04:00:00,6.1617,18.48,64.35,20.0,47.35,21.68,41.71,58.0,2.17,20.056,13.4,10.43,11.81,352.76,10.03,324.93,57.66,172.0967,24.45,8.8,24.1722,328.28,5.2166,21.45,13.231,9.2,9.43,137.1893,61.0005,156.89,48.81,106.28,89.8585,25.78,48.43,177.87,120.27,487.2,31.3,172.17,22.65,89.5,83.46,34.82,13.25,479.45,280.86
2018-08-02 04:00:00,6.2655,18.79,64.77,20.0,47.9,21.635,41.55,58.0,2.17,23.3027,13.4,10.43,11.81,349.73,10.03,322.02,58.47,173.9667,24.45,8.8,24.1722,328.28,5.2166,21.45,13.655,9.2,9.43,136.673,61.3075,155.9,49.48,107.57,91.7165,26.56,48.78,177.89,124.19,487.2,31.3,174.65,22.65,89.5,85.53,34.82,13.25,475.31,282.39
2018-08-03 04:00:00,6.3025,18.49,65.4,20.0,48.47,21.781,41.69,58.0,2.1,23.2113,13.4,10.43,11.81,348.44,10.03,320.55,58.83,174.2,24.45,8.8,24.1722,328.28,5.2166,21.45,13.489,9.2,9.43,141.2046,61.1855,155.04,49.63,108.04,91.1645,26.04,47.53,174.54,120.87,487.2,31.3,176.05,22.65,89.5,85.19,34.82,13.25,482.4,283.6
2018-08-06 04:00:00,6.3508,19.43,65.73,20.0,48.67,21.695,41.07,58.0,2.105,22.7993,13.4,10.43,11.81,346.57,10.03,316.92,59.02,173.6,24.45,8.8,24.1722,328.28,5.2166,21.45,13.717,9.2,9.43,139.608,61.2385,154.97,49.3,108.13,92.3875,27.33,48.43,174.91,122.58,487.2,31.3,176.59,22.65,89.5,85.77,34.82,13.25,483.46,284.64
2018-08-07 04:00:00,6.4238,19.56,65.44,20.0,48.48,22.031,41.24,58.0,2.025,25.3047,13.4,10.43,11.81,350.76,10.03,317.41,60.37,172.6333,24.45,8.8,24.1722,328.28,5.2166,21.45,13.786,9.2,9.43,140.5449,62.111,156.36,49.7,108.88,93.124,28.17,48.64,177.51,121.47,487.2,31.3,179.9,22.65,89.5,86.3,34.82,13.25,487.46,285.58
2018-08-08 04:00:00,6.4605,19.58,65.16,20.0,48.39,21.946,41.97,58.0,1.965,24.6893,13.4,10.43,11.81,347.78,10.03,315.31,59.91,173.0933,24.45,8.8,24.1722,328.28,5.2166,21.45,13.797,9.2,9.43,140.4302,62.2805,155.2,49.96,109.49,94.326,26.94,47.1,175.3,121.02,487.2,31.3,175.58,22.65,89.5,86.74,34.82,13.25,487.05,285.46
2018-08-09 04:00:00,6.4115,19.1,65.08,20.0,48.54,21.658,41.84,58.0,2.0125,23.4967,13.4,10.43,11.81,343.72,10.03,315.71,59.58,174.23,24.45,8.8,24.1722,328.28,5.2166,21.45,13.975,9.2,9.43,138.4034,62.455,153.96,50.14,109.67,94.926,27.49,47.95,175.05,132.96,487.2,31.3,177.73,22.65,89.5,87.17,34.82,13.25,484.1,285.07
2018-08-10 04:00:00,6.3698,19.06,64.82,20.0,48.32,21.223,41.03,58.0,1.98,23.6993,13.4,10.43,11.81,339.41,10.03,313.12,59.62,173.6733,24.45,8.8,24.1722,328.28,5.2166,21.45,14.146,9.2,9.43,138.1262,61.8805,153.09,48.85,109.0,94.315,27.67,47.11,174.82,129.53,487.2,31.3,176.11,22.65,89.5,87.01,34.82,13.25,478.95,283.16
2018-08-13 04:00:00,6.403,19.73,64.84,20.0,48.01,21.108,40.71,58.0,1.995,23.7607,13.4,10.43,11.81,338.36,10.03,313.64,59.66,173.4533,24.45,8.8,24.1722,328.28,5.2166,21.45,14.078,9.2,9.43,136.434,61.7505,152.35,48.45,108.21,94.81,27.7,47.07,175.05,127.2,487.2,31.3,175.37,22.65,89.5,87.01,34.82,13.25,475.39,282.1
2018-08-14 04:00:00,6.5358,20.02,65.43,20.0,48.23,20.73,40.91,58.0,1.97,23.176,13.4,10.43,11.81,339.14,10.03,318.59,60.43,176.3333,24.45,8.8,24.1722,328.28,5.2166,21.45,14.215,9.2,9.43,137.0554,62.105,154.13,48.12,109.56,95.9825,27.9,47.86,175.93,124.87,487.2,31.3,176.29,22.65,89.5,87.73,34.82,13.25,477.21,283.9
2018-08-15 04:00:00,6.477,19.7,65.68,20.0,47.84,20.658,40.45,58.0,1.875,22.5793,13.4,10.43,11.81,331.76,10.03,317.7,60.53,174.2567,24.45,8.8,24.1722,328.28,5.2166,21.45,14.057,9.2,9.43,137.5813,60.719,153.18,47.46,107.66,94.131,26.98,47.06,173.0,125.72,487.2,31.3,173.98,22.65,89.5,85.19,34.82,13.25,470.82,281.78
2018-08-16 04:00:00,6.436,19.33,65.76,20.0,48.1,20.869,40.41,58.0,1.915,22.3633,13.4,10.43,11.81,345.98,10.03,325.86,61.73,174.6333,24.45,8.8,24.1722,328.28,5.2166,21.45,14.107,9.2,9.43,138.9484,60.3245,154.1,47.17,107.64,94.326,28.0,50.0,174.96,129.58,487.2,31.3,173.12,22.65,89.5,85.32,34.82,13.25,474.61,284.06
2018-08-17 04:00:00,6.1205,19.77,66.06,20.0,48.36,20.927,40.13,58.0,1.885,20.3667,13.4,10.43,11.81,346.4,10.03,325.23,61.46,174.9733,24.45,8.8,24.1722,328.28,5.2166,21.45,13.953,9.2,9.43,139.6367,60.048,155.17,47.1,107.58,94.111,27.87,48.67,176.08,130.25,487.2,31.3,173.81,22.65,89.5,85.45,34.82,13.25,474.15,285.06
2018-08-20 04:00:00,6.196,19.98,66.16,20.0,48.42,20.672,40.1,58.0,1.895,20.5627,13.4,10.43,11.81,350.74,10.03,324.22,61.31,175.12,24.45,8.8,24.1722,328.28,5.2166,21.45,14.092,9.2,9.43,140.0669,60.3885,155.47,46.5,106.87,93.8355,27.74,48.92,175.71,127.63,487.2,31.3,174.25,22.65,89.5,85.75,34.82,13.25,475.56,285.67
2018-08-21 04:00:00,6.333,20.4,66.55,20.0,48.41,21.051,40.89,58.0,1.835,21.46,13.4,10.43,11.81,353.77,10.03,324.39,60.9,176.35,24.45,8.8,24.1722,328.28,5.2166,21.45,14.107,9.2,9.43,139.5507,60.081,156.98,47.62,105.98,94.171,29.28,51.54,176.86,129.14,487.2,31.3,173.97,22.65,89.5,86.22,34.82,13.25,474.93,286.34
2018-08-22 04:00:00,6.5705,20.9,66.84,20.0,48.8,20.754,40.9,58.0,1.565,21.4427,13.4,10.43,11.81,350.03,10.03,321.92,60.92,178.3333,24.45,8.8,24.1722,328.28,5.2166,21.45,14.156,9.2,9.43,138.8528,60.3665,156.13,47.05,107.06,95.245,28.94,48.89,177.72,134.44,487.2,31.3,172.8,22.65,89.5,86.95,34.82,13.25,478.02,286.17
2018-08-23 04:00:00,6.671,22.29,66.86,20.0,48.96,20.559,40.68,58.0,1.565,21.34,13.4,10.43,11.81,347.48,10.03,320.01,60.63,179.07,24.45,8.8,24.1722,328.28,5.2166,21.45,14.179,9.2,9.43,138.9771,60.269,157.91,46.98,107.56,95.145,28.57,48.57,176.02,134.67,487.2,31.3,169.5,22.65,89.5,87.38,34.82,13.25,470.46,285.79
2018-08-24 04:00:00,6.8055,23.98,67.15,20.0,49.26,20.9,41.24,58.0,1.565,21.5213,13.4,10.43,11.81,349.38,10.03,321.29,60.6,180.5067,24.45,8.8,24.1722,328.28,5.2166,21.45,14.967,9.2,9.43,139.6176,61.0325,157.51,47.66,108.4,95.2695,28.74,48.42,176.84,133.24,487.2,31.3,167.41,22.65,89.5,90.1,34.82,13.25,477.51,287.51
2018-08-27 04:00:00,6.8975,25.26,67.34,20.0,49.33,21.297,41.53,58.0,1.565,21.2847,13.4,10.43,11.81,353.74,10.03,324.34,60.0,181.74,24.45,8.8,24.1722,328.28,5.2166,21.45,14.693,9.2,9.43,140.239,62.091,159.35,48.35,109.6,96.384,29.62,48.94,179.32,134.44,487.2,31.3,169.09,22.65,89.5,89.97,34.82,13.25,483.61,289.78
2018-08-28 04:00:00,6.8595,25.05,69.78,20.0,48.64,21.443,42.35,58.0,1.565,20.7907,13.4,10.43,11.81,351.21,10.03,324.34,60.1,181.6367,24.45,8.8,24.1722,328.28,5.2166,21.45,14.784,9.2,9.43,140.1434,61.5575,160.1,48.57,110.26,96.641,29.89,51.15,180.87,134.73,487.2,31.3,169.98,22.65,89.5,90.61,34.82,13.25,483.35,289.92
